body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
"The tariffs carry both political and economic risks for Trump, who is just two weeks into his second term.",201,"{""themes"": null}",1.2417442798614502,"{""themes"": null}",1.237656831741333,"{""themes"": null}",1.2354910373687744,"{""themes"": null}",1.2351608276367188,"{""themes"": ""governments_and_governance""}",1.840162992477417,"{""themes"": null}",1.2402610778808594,"{""themes"": null}",1.2394957542419434,"{""themes"": null}",1.236400842666626,"{""themes"": ""economy_and_labour""}",1.6724789142608643,"{""themes"": null}",1.2395188808441162,"{""themes"": null}",1.2374401092529297,"{""themes"": null}",1.2370407581329346
"Indeed, one of those MPs seeking a leadership change said part of the problem is that there is almost no one seeking a revolt who will say so when the TV cameras are pointed at them.",202,"{""themes"": null}",1.5188407897949219,"{""themes"": null}",1.5143861770629883,"{""themes"": null}",1.513636827468872,"{""themes"": null}",1.5110251903533936,"{""themes"": ""governments_and_governance""}",2.1160480976104736,"{""themes"": null}",1.5171067714691162,"{""themes"": null}",1.5152220726013184,"{""themes"": null}",1.5153498649597168,"{""themes"": null}",1.5193769931793213,"{""themes"": null}",1.5131618976593018,"{""themes"": null}",1.5168349742889404,"{""themes"": null}",1.5141849517822266
"The list is heavy on bridges and highways, but includes commitments to transit and commuter rail in the Fraser Valley.",203,"{""themes"": null}",1.2394649982452393,"{""themes"": null}",1.236501932144165,"{""themes"": null}",1.2364559173583984,"{""themes"": null}",1.2373931407928467,"{""themes"": [""governments_and_governance""]}",1.8469839096069336,"{""themes"": null}",1.2402889728546143,"{""themes"": null}",1.2394351959228516,"{""themes"": null}",1.244009256362915,"{""themes"": ""economy_and_labour""}",1.6711640357971191,"{""themes"": ""null""}",1.3224289417266846,"{""themes"": null}",1.2387831211090088,"{""themes"": null}",1.2383499145507812
More cheers when the debate moderator called out Trump’s false claim that some states legalize the killing of babies after birth.,204,"{""themes"": null}",1.2406470775604248,"{""themes"": null}",1.2374811172485352,"{""themes"": ""null""}",1.3212049007415771,"{""themes"": null}",1.236948013305664,"{""themes"": ""governments_and_governance""}",1.8419089317321777,"{""themes"": ""null""}",1.326038122177124,"{""themes"": null}",1.2411057949066162,"{""themes"": null}",1.238882064819336,"{""themes"": null}",1.2443058490753174,"{""themes"": ""null""}",1.324643850326538,"{""themes"": null}",1.2414090633392334,"{""themes"": null}",1.238724946975708
"Later in the morning, a man walking his dog in the Olympic Village area called 911 to report that an individual “behaving erratically” had approached him and was yelling at him.",205,"{""themes"": null}",1.5182249546051025,"{""themes"": null}",1.5148859024047852,"{""themes"": ""law_and_crime""}",1.8549449443817139,"{""themes"": null}",1.5121891498565674,"{""themes"": null}",1.5176210403442383,"{""themes"": null}",1.513976812362671,"{""themes"": null}",1.5183229446411133,"{""themes"": null}",1.5134029388427734,"{""themes"": null}",1.5202069282531738,"{""themes"": null}",1.514477014541626,"{""themes"": null}",1.514944076538086,"{""themes"": null}",1.5169763565063477
"“The city is implementing a plan which will give better and safer access to people who are seniors, or who have mobility limitations, than they had before the High Park Movement Strategy was implemented,” said Perks.",206,"{""themes"": null}",1.5181818008422852,"{""themes"": null}",1.5184669494628906,"{""themes"": null}",1.513305902481079,"{""themes"": null}",1.5138812065124512,"{""themes"": ""governments_and_governance""}",2.1176910400390625,"{""themes"": [""rights_liberties_minorities_discrimination""]}",2.2057766914367676,"{""themes"": [""health_and_social_services""]}",1.8552460670471191,"{""themes"": null}",1.5141582489013672,"{""themes"": ""null""}",1.6075341701507568,"{""themes"": ""null""}",1.59906005859375,"{""themes"": null}",1.5157299041748047,"{""themes"": null}",1.5182640552520752
"More than four million passengers boarded Via trains in 2023, a 25 per cent bump from the previous year.",207,"{""themes"": null}",1.247786045074463,"{""themes"": null}",1.2443788051605225,"{""themes"": null}",1.2397918701171875,"{""themes"": null}",1.2382099628448486,"{""themes"": null}",1.2431621551513672,"{""themes"": null}",1.243332862854004,"{""themes"": null}",1.2413041591644287,"{""themes"": null}",1.2418198585510254,"{""themes"": ""economy_and_labour""}",1.6756820678710938,"{""themes"": ""null""}",1.3288259506225586,"{""themes"": null}",1.2404890060424805,"{""themes"": null}",1.2416927814483643
Gaudreau’s impact on the community during his time with the Flames.,208,"{""themes"": null}",1.2349271774291992,"{""themes"": null}",1.2325868606567383,"{""themes"": null}",1.2319011688232422,"{""themes"": null}",1.231222152709961,"{""themes"": null}",1.2342379093170166,"{""themes"": null}",1.2362158298492432,"{""themes"": null}",1.2350821495056152,"{""themes"": null}",1.2337219715118408,"{""themes"": null}",1.2363150119781494,"{""themes"": null}",1.2336678504943848,"{""themes"": null}",1.2332119941711426,"{""themes"": null}",1.2346129417419434
"“It’s largely due to the fact that we haven’t seen inventory build up with single-family homes, so the uptick in demand has created tighter market conditions because there’s less choice,” he said.",209,"{""themes"": null}",1.5172290802001953,"{""themes"": null}",1.5164501667022705,"{""themes"": null}",1.5155699253082275,"{""themes"": null}",1.512916088104248,"{""themes"": null}",1.517327070236206,"{""themes"": null}",1.516129970550537,"{""themes"": null}",1.5189659595489502,"{""themes"": null}",1.515141248703003,"{""themes"": ""economy_and_labour""}",1.948913812637329,"{""themes"": null}",1.5135698318481445,"{""themes"": null}",1.5157089233398438,"{""themes"": null}",1.516690969467163
“Large retailers can switch to local food sooner because of it.”,210,"{""themes"": ""public_lands_and_agriculture""}",1.8367998600006104,"{""themes"": null}",1.2318511009216309,"{""themes"": null}",1.2290537357330322,"{""themes"": null}",1.2322449684143066,"{""themes"": null}",1.231029987335205,"{""themes"": null}",1.2327449321746826,"{""themes"": null}",1.23335599899292,"{""themes"": null}",1.230452060699463,"{""themes"": ""null""}",1.3203179836273193,"{""themes"": ""null""}",1.3157007694244385,"{""themes"": null}",1.2306239604949951,"{""themes"": null}",1.2378451824188232
"So there’s a conversation we’ll be having with the federal government about how they’re going to offset that so that New Brunswickers don’t feel it,” she said.",211,"{""themes"": null}",1.5176670551300049,"{""themes"": null}",1.51786208152771,"{""themes"": null}",1.5140759944915771,"{""themes"": null}",1.5128660202026367,"{""themes"": ""governments_and_governance""}",2.118525981903076,"{""themes"": null}",1.5178978443145752,"{""themes"": null}",1.5177397727966309,"{""themes"": null}",1.515984296798706,"{""themes"": ""economy_and_labour""}",1.9490771293640137,"{""themes"": null}",1.5168659687042236,"{""themes"": null}",1.5185508728027344,"{""themes"": null}",1.518935203552246
Selecting a non-politician as prime minister – Mr.,212,"{""themes"": null}",1.2346820831298828,"{""themes"": null}",1.2308058738708496,"{""themes"": null}",1.2304630279541016,"{""themes"": null}",1.2280142307281494,"{""themes"": ""governments_and_governance""}",1.8362810611724854,"{""themes"": null}",1.2328450679779053,"{""themes"": null}",1.2325069904327393,"{""themes"": null}",1.2306151390075684,"{""themes"": null}",1.2368659973144531,"{""themes"": null}",1.2327911853790283,"{""themes"": null}",1.2317631244659424,"{""themes"": null}",1.2336268424987793
Ng said she was “disappointed” in her colleagues that their dissension did not remain in caucus.,213,"{""themes"": null}",1.2390398979187012,"{""themes"": null}",1.2396471500396729,"{""themes"": null}",1.2358479499816895,"{""themes"": null}",1.2356688976287842,"{""themes"": ""governments_and_governance""}",1.8401052951812744,"{""themes"": null}",1.2398426532745361,"{""themes"": null}",1.2368171215057373,"{""themes"": null}",1.238572120666504,"{""themes"": null}",1.240339994430542,"{""themes"": null}",1.2383708953857422,"{""themes"": null}",1.2367370128631592,"{""themes"": null}",1.2396080493927002
"“We did expect a cooler and somewhat snowier winter for B.C. a few months ago,” Doyle said.",214,"{""themes"": null}",1.2429230213165283,"{""themes"": null}",1.2386999130249023,"{""themes"": null}",1.2366440296173096,"{""themes"": null}",1.2340443134307861,"{""themes"": null}",1.2413079738616943,"{""themes"": null}",1.2430388927459717,"{""themes"": null}",1.237926959991455,"{""themes"": null}",1.237084150314331,"{""themes"": null}",1.2423880100250244,"{""themes"": null}",1.2389798164367676,"{""themes"": null}",1.2386879920959473,"{""themes"": ""null""}",1.32647705078125
"Santos, in line with other municipal groups, has pushed for a doubling of that rate, and also asked that that the money be paid to the municipality where students live as opposed to where they are registered to study.",215,"{""themes"": null}",1.5192890167236328,"{""themes"": null}",1.5176970958709717,"{""themes"": null}",1.517047643661499,"{""themes"": null}",1.5126471519470215,"{""themes"": ""governments_and_governance""}",2.122598886489868,"{""themes"": null}",1.5186989307403564,"{""themes"": null}",1.516172170639038,"{""themes"": [""education""]}",1.602431058883667,"{""themes"": ""economy_and_labour""}",1.9524831771850586,"{""themes"": null}",1.5168299674987793,"{""themes"": null}",1.5186028480529785,"{""themes"": null}",1.5182528495788574
"Footage circulated on Palestinian media, which Reuters could not immediately verify, showed people rushing to the bomb site to help evacuate the casualties.",216,"{""themes"": null}",1.2429790496826172,"{""themes"": null}",1.244292974472046,"{""themes"": ""law_and_crime""}",1.5816431045532227,"{""themes"": null}",1.2382583618164062,"{""themes"": null}",1.2480628490447998,"{""themes"": null}",1.2444908618927002,"{""themes"": null}",1.2450346946716309,"{""themes"": null}",1.2431118488311768,"{""themes"": null}",1.2447869777679443,"{""themes"": null}",1.2422137260437012,"{""themes"": ""international_affairs_and_defense""}",1.7586262226104736,"{""themes"": null}",1.2424590587615967
"Métis National Council (MNC) president Cassidy Caron said there has been more progress in the past nine years “than we ever have in our history for the Métis nation,” including the signing of its Canada-Métis Nation Accord and “innovative” co-developed legislation with child welfare.",217,"{""themes"": null}",1.8135559558868408,"{""themes"": ""culture_and_nationalism""}",2.2434768676757812,"{""themes"": null}",1.8077201843261719,"{""themes"": null}",1.8043971061706543,"{""themes"": ""governments_and_governance""}",2.424318790435791,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.760479211807251,"{""themes"": [""health_and_social_services""]}",2.157771110534668,"{""themes"": null}",1.8100171089172363,"{""themes"": null}",1.8165781497955322,"{""themes"": ""null""}",1.8979198932647705,"{""themes"": null}",1.8096821308135986,"{""themes"": null}",1.8144598007202148
"The sixth person who was missing in the water was located after a lengthy search and was found dead, Fort Lauderdale Fire Rescue said on X.",218,"{""themes"": null}",1.5133109092712402,"{""themes"": null}",1.5137050151824951,"{""themes"": ""null""}",1.596022605895996,"{""themes"": null}",1.507441759109497,"{""themes"": null}",1.518005132675171,"{""themes"": null}",1.5139391422271729,"{""themes"": null}",1.5125062465667725,"{""themes"": null}",1.511758804321289,"{""themes"": null}",1.514864206314087,"{""themes"": null}",1.5156419277191162,"{""themes"": null}",1.5126972198486328,"{""themes"": null}",1.5143499374389648
"This circadian rhythm regulates a person’s sleep cycle, telling them when to sleep and wake up.",219,"{""themes"": null}",1.2376148700714111,"{""themes"": null}",1.2372479438781738,"{""themes"": null}",1.2373218536376953,"{""themes"": null}",1.2315030097961426,"{""themes"": null}",1.2441580295562744,"{""themes"": null}",1.2387597560882568,"{""themes"": ""health_and_social_services""}",1.5795550346374512,"{""themes"": null}",1.2366738319396973,"{""themes"": null}",1.2401080131530762,"{""themes"": null}",1.2398419380187988,"{""themes"": null}",1.2373099327087402,"{""themes"": null}",1.2380778789520264
"While its close relatives are free-living fish that live on shallow sea floors less than 10 metres deep, the new species, Bathygobius mero, makes its home in a large barrel sponge in deeper waters, between nine and 30 metres below the surface.",220,"{""themes"": null}",1.5262651443481445,"{""themes"": null}",1.5253849029541016,"{""themes"": null}",1.524872064590454,"{""themes"": null}",1.5206549167633057,"{""themes"": null}",1.5307860374450684,"{""themes"": null}",1.5277481079101562,"{""themes"": null}",1.5282647609710693,"{""themes"": ""null""}",1.610959768295288,"{""themes"": null}",1.525191068649292,"{""themes"": null}",1.526796817779541,"{""themes"": null}",1.5255391597747803,"{""themes"": null}",1.526763916015625
Montreal’s dockworkers ended a 72-hour strike on Thursday.,221,"{""themes"": null}",1.234076976776123,"{""themes"": null}",1.2311532497406006,"{""themes"": null}",1.2320761680603027,"{""themes"": null}",1.2279722690582275,"{""themes"": ""null""}",1.3232941627502441,"{""themes"": null}",1.237462043762207,"{""themes"": null}",1.2309699058532715,"{""themes"": null}",1.2312278747558594,"{""themes"": ""economy_and_labour""}",1.6655311584472656,"{""themes"": null}",1.2324180603027344,"{""themes"": null}",1.2327837944030762,"{""themes"": null}",1.2319297790527344
"In true #Swiftie spirit, we accept your generous gift.",222,"{""themes"": null}",1.2328839302062988,"{""themes"": ""culture_and_nationalism""}",1.6580710411071777,"{""themes"": null}",1.230921983718872,"{""themes"": null}",1.2286419868469238,"{""themes"": null}",1.2376701831817627,"{""themes"": null}",1.230809211730957,"{""themes"": null}",1.2291910648345947,"{""themes"": null}",1.2300770282745361,"{""themes"": null}",1.2346949577331543,"{""themes"": null}",1.2328457832336426,"{""themes"": null}",1.2327911853790283,"{""themes"": null}",1.2324941158294678
